1-350,,Original works,,,,,
1,,Opera,,,,,
1,O1,Don Sanche (Le château de l'amour),vv ch orch,,1824–25,Stage,"opera in 1 act; libretto by Théaulon and de Rancé, after a story by Jean-Pierre Claris de Florian; first perf. 1825-10-17 in Paris; unpublished"
343,K7,Sancta Caecilia,v org/harm,,1880–85,Vocal,
344,N79,O Meer im Abendstrahl,2vv pf/harm,,1881?,Vocal,
345,L14,Wartburg-Lieder (7):,3vv ch orch/pf,,1872–73,Choral,
345/0,L14/0,An Frau Minne (Die Erde ist erschlossen),ch orch/pf,,1872–73,Choral,
345/1,L14/1,Wolfram von Eschenbach (Als wir mit deutschen Klingen),v ch orch/pf,,1872–73,Choral,
345/2,L14/2,Heinrich von Ofterdingen (Hab' ich geträumt?),v orch/pf,,1872–73,Vocal,
345/3,L14/3,Walther von der Vogelweide (Beim Scheiden der Sonne erschimmert),v orch/pf,,1872–73,Vocal,arr. for v vn pf as S.345/3a
345/3a,L14/3a,Walther von der Vogelweide (Beim Scheiden der Sonne erschimmert),v vn pf,,1872–73,Vocal,arr. of S.345/3
345/4,L14/4,Der tugendhafte Schreiber (Ich schrieb allzeit nur wenig),2vv orch/pf,,1872–73,Vocal,
345/5,L14/5,Biterolf und der Schmied von Ruhla (Thüringens Wälder senden den Waidmann und den Schmied),v orch/pf,,1872–73,Vocal,
345/6,L14/6,Reimar der Alte (Wo liebende Herzen sich innig vermählt),v orch/pf,,1872–73,Vocal,
345a,L16,A magyarok Istene (Ungarns Gott),v mch ww br perc,,1882,Choral,arr. of S.339
346-350,,Recitations,,,,,
346,P1,Lenore (Der Bräutigam),nar pf,,1857–58,"Vocal, recitation",
347,P2,Vor hundert Jahren,nar orch,,1859,"Vocal, recitation",unpublished
348,P3,Der traurige Mönch (In Schweden steht ein grauer Turm),nar pf,,1860,"Vocal, recitation",
349,P5,Des toten Dichters Liebe (A holt költó szerelme),nar pf,,1874,"Vocal, recitation",rev. for pf as S.195
350,P6,Der blinde Sänger (??????),nar pf,,1875–77,"Vocal, recitation",arr. for pf as S.546
350-686,,"Arrangements, transcriptions, fantasies, etc.",,,,,
351-364,,Orchestral works,,,,,
351,G32,Mazurka-Fantaisie [H. von Bülow],orch,B minor,1865,"Orchestral, arr.","arr. of the Mazurka-fantaisie for piano, Op.13 by Hans von Bülow"
352,G36,Zweite Ouvertüre zum Barbier von Bagdad [P. Cornelius],orch,,1877–80,"Orchestral, arr.","second overture to the opera Der Barbier von Bagdad by Peter Cornelius, completed and orchestrated by Liszt"
353,G34,Szózat und Hymnus (2 vaterländische Dichtungen von Vörösmarty and Kölcsey),orch,,1872,"Orchestral, arr.","arrs. of the Hungarian patriotic songs Szózat by Béni Egressy and Himnusz by Ferenc Erkel; also arr. for pf as S.486, for pf4h as S.628b"
353a#,—,Angelus! Prière aux anges gardiens,str,,,"Orchestral, arr.",renumbered as S.362a
354#,—,Légendes (2),orch,,1863,"Orchestral, arr.",renumbered as S.113a
355,G30,Vexilla regis prodeunt (Kreuzeshymne),orch,,1864,"Orchestral, arr.",arr. of S.185
356,G18,Festvorspiel,orch,,1857,"Orchestral, arr.",arr. of S.226
357/1,G8/1,Festmarsch,ww br perc,,1853,"Orchestral, arr.",arr. of S.227a by Liszt and Joachim Raff
357/2,G8/2,Huldigungsmarsch,orch,,1857,"Orchestral, arr.",arr. of S.228
358,G11,Vom Fels zum Meer! (Deutscher Siegesmarsch),orch,,1853–56?,"Orchestral, arr.",arr. of S.229
359,G21,Hungarian Rhapsodies (6),orch,,1857–60,"Orchestral, arr.",arr. from S.244; arr. for pf4h as S.621
359/1,G21/1,Hungarian Rhapsody No.1,orch,F minor,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/14; arr. for pf4h by Liszt as S.621/1
359/2,G21/2,Hungarian Rhapsody No.2,orch,D minor,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/12; arr. for pf4h by Liszt as S.621/2
359/3,G21/3,Hungarian Rhapsody No.3,orch,D major,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/6; arr. for pf4h by Liszt as S.621/3
359/4,G21/4,Hungarian Rhapsody No.4,orch,D minor,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/2; arr. for pf4h by Liszt as S.621/4
359/5,G21/5,Hungarian Rhapsody No.5 (Héroïde-élégiaque),orch,E minor,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/5; arr. for pf4h by Liszt as S.621/5
359/6,G21/6,Hungarian Rhapsody No.6 (Pesther Carneval),orch,D major,1857–60,"Orchestral, arr.",arr. by Liszt and Franz Doppler of S.244/9; arr. for pf4h by Liszt as S.621/6
359a,G19,Weimars Volkslied,orch,C major,1857,"Orchestral, arr.",arr. of S.313
360,G26,À la Chapelle Sixtine,orch,,1862,"Orchestral, arr.",arr. of S.461/1
361,G31,Der Papsthymnus,orch,,1864,"Orchestral, arr.",arr. of S.261
362,H14,Benedictus aus der Ungarischen Krönungsmesse,vn orch,,1875–77,"Orchestral, arr.",arr. of S.11/7
362a,D15,Angelus! Priere aux anges gardiens,str/(2vn va vc),,1882,"Orchestral, arr.",arr. of S.162/1
363,G24,Märsche von Franz Schubert (4),orch,,1859–70,"Orchestral, arr.",arr. for pf4h as S.632
363/1,G24/1,(Vivace),orch,B minor,1859–70,"Orchestral, arr.","orchestration of No.3 of 6 Grandes Marches, D.819 by Franz Schubert; arr. for pf4h as S.632/1"
363/2,G24/2,Trauermarsch,orch,E? minor,1859–70,"Orchestral, arr.","orchestration of No.5 of 6 Grandes Marches, D.819 by Franz Schubert; arr. for pf as S.426/1, for pf4h as S.632/2"
363/3,G24/3,Reitermarsch,orch,C major,1859–70,"Orchestral, arr.","orchestration of No.1 of 2 Marches caractéristiques, D.968b by Franz Schubert; arr. for pf4h as S.633/3"
363/4,G24/4,Ungarischer Marsch,orch,D minor,1859–70,"Orchestral, arr.","orchestration of Divertissement à la hongroise, D.818 by Franz Schubert; arr. for pf4h as S.632/4"
364,G39,Danses galiciennes de Zarembski,orch,,1881–82,"Orchestral, arr.",orchestration of 3 Danses galiciennes by Juliusz Zar?bski
365-367,,For pianoforte and orchestra,,,,,
365,H11/1,Grand solo de concert,pf orch,,1849–50,"Orchestral, piano, arr.",based on S.176
365a,H11/2,Concerto pathétique,pf orch,E minor,1885–86,"Orchestral, piano, arr.",arr. of S.258 by Liszt and Edward Reuss
365b,H5,Hexaméron (Morceau de concert),pf orch,,1837–39,"Orchestral, piano, arr.",arr. of S.392
366,H13,Franz Schuberts Grosse Fantasie,pf orch,C major,1851,"Orchestral, piano, arr.","arr. of the Fantasie in C major, D.760 by Franz Schubert; arr. for 2pf as S.653"
367,H10,Polonaise brillante [Weber],pf orch,E major,1848,"Orchestral, piano, arr.","arr. of the Polacca brillante, Op.72 by Carl Maria von Weber; arr. for pf as S.455"
368-377,,Songs with orchestra,,,,,
368,N80,Lieder von Francis Korbay (2):,v orch,,1883,"Vocal, orchestral, arr.",arrs. of songs by Francis Korbay
368/1,N80/1,Le matin,v orch,,1883,"Vocal, orchestral, arr.",arr. of the song by Francis Korbay
368/2,N80/2,Gebet,v orch,,1883,"Vocal, orchestral, arr.",arr. of the song by Francis Korbay; also arr. for v org as S.683a
369,N5/3,Die Loreley,v orch,,1860,"Vocal, orchestral, arr.",arr. of S.273/2
370,N8/4,Mignons Lied (Kennst du das Land),v orch,,1860,"Vocal, orchestral, arr.",arr. of S.275/3
371,N22/2,Die Vätergruft,v orch,,1886,"Vocal, orchestral, arr.",arr. of S.281
372,N32/3,Lieder aus Schiller's Wilhelm Tell (3),v orch,,1855,"Vocal, orchestral, arr.",arr. of S.292b
372/1,N32/3/1,Der Fischerknabe (Es lächelt der See),v orch,,1855,"Vocal, orchestral, arr.",arr. of S.292b/1
372/2,N32/3/2,Der Hirt (Ihr Matten lebt wohl),v orch,,1855,"Vocal, orchestral, arr.",arr. of S.292b/2
372/3,N32/3/3,Der Alpenjäger (Es donnern die Höh'n),v orch,,1855,"Vocal, orchestral, arr.",arr. of S.292b/3
373/1,N37/5/1,Jeanne d'Arc au bûcher,v orch,,1858,"Vocal, orchestral, arr.",arr. of S.293/1; 1st version of S.373/2
373/2,N37/5/2,Jeanne d'Arc au bûcher,v orch,,1875,"Vocal, orchestral, arr.",arr. of S.293/2; 1st version of S.373/1
374,N62/2,Die drei Zigeuner,v orch,,1871,"Vocal, orchestral, arr.",arr. of S.320
375,N63,Lieder von Schubert (6),v orch,,1860,"Vocal, orchestral, arr.",arrs. of songs by Franz Schubert
375/1,N63/1,Die junge Nonne,v orch,,1860,"Vocal, orchestral, arr.","arr. of Die junge Nonne, D.828 by Franz Schubert"
375/2,N63/2,Gretchen am Spinnrade,v orch,,1860,"Vocal, orchestral, arr.","arr. of Gretchen am Spinnrade, D.118 by Franz Schubert"
375/3,N63/3,Mignons Lied (Kennst du das Land),v orch,,1860,"Vocal, orchestral, arr.","arr. of Mignon, D.321 by Franz Schubert"
375/4,N63/4,Erlkönig,v orch,,1860,"Vocal, orchestral, arr.","arr. of Erlkönig, D.328 by Franz Schubert"
375/5,N63/5,Der Doppelgänger (Still ist die Nacht),v orch,,1860,"Vocal, orchestral, arr.","arr. of No.13 from Schwanengesang, D.957 by Franz Schubert"
375/6,N63/6,Abschied,v orch,,1860,"Vocal, orchestral, arr.","arr. of No.7 from Schwanengesang, D.957 by Franz Schubert"
376,L13,"Die Allmacht von Franz Schubert (Gross ist Jehova, der Herr)",mch org/harm orch,,1871,"Vocal, orchestral, arr.","arr. of Die Allmacht, D.852 by Franz Schubert"
377,N82,Der Zaubersee (B?vös tó),ten orch,,1884,"Vocal, orchestral, arr.",arr. of a ballad (now lost) by Géza Zichy
377a-383,,"Chamber music, etc.",,,,,
377a,D9,La notte,vn pf,,1864–66?,"Chamber, arr.",arr. of S.112/2; formerly S.722
378,D15,Angelus! Priere aux anges gardiens,2vn va vc,,1883,"Chamber, arr.",arr. of S.163/1
378a,D18/1,Vallée d'Obermann,vn va vc,,1880,"Chamber, arr.","arr. by Eduard Lassen and Liszt of S.160/6; 1st version of S.378b, S.378c"
378b,D18/2,Vallée d'Obermann,vn va vc,,1880,"Chamber, arr.","2nd version of S.378a, S.378c"
378c,D18/3,Tristia (Vallée d'Obermann),vn va vc,,1880,"Chamber, arr.","3rd version of S.378a, S.378b"
379,D6,Hungarian Rhapsody No.9,vn vc pf,E? major,1848,"Chamber, arr.",arr. of S.244/9
379a,—,Hungarian Rhapsody No.12,vn pf,C? minor,1850–59,"Chamber, arr.",arr. of S.244/12
379b,D17,Puszta-Wehmut,vn pf,,1880,"Chamber, arr.",arr. of S.246
380,D7,O du mein holder Abendstern,vc pf,,1852,"Chamber, arr.",arr. of S.444 (with Bernhard Cossmann)
381,D10,Aus der Ungarischen Krönungsmesse,vn pf,,1869,"Chamber, arr.",arr. from S.11
381/1,D10/1,Benedictus,vn pf,,1869,"Chamber, arr.",arr. of S.11/7
381/2,D10/2,Offertorium,vn pf,,1869,"Chamber, arr.",arr. of S.11/5
381a,—,A magyarok Istene (Ungarns Gott),vn pf,,1882,"Chamber, arr.",arr. of S.339
382,D21,Die Zelle im Nonnenwerth (Elegie),vn/vc pf,,1883?,"Chamber, arr.",arr. of S.274/2
382a,D11,Consolations (2):,vc pf/org,,1870,"Chamber, arr.",arr. of extracts from S.172 by Liszt and Deswert
382a/1,D11/1,(Andante con moto),vc pf,,1870,"Chamber, arr.",arr. of S.172/1 by Liszt and Deswert
382a/2,D11/2,(Quasi Adagio),vc pf/org/harm,,1870,"Chamber, arr.",arr. of S.172/2 by Liszt and Deswert
383,D8,Die drei Zigeuner,vn pf,,1864,"Chamber, arr.",arr. of S.320
383a-577ter,,For pianoforte solo,,,,,
383a-460,,"Paraphrases, operatic transcriptions, etc.",,,,,
383a,V12,Virag Dál (Chant des Fleurs) [Ábrányi],pf,,1880,"Piano, arr.",additions and corrections by Liszt to the pf piece by Kornél Ábrányi
384,A93,"Mazurka pour Piano, arr. composée par un amateur de St. Pétersbourg",pf,,1868?,"Piano, arr.",arr. of a pf piece by Mikhail Vielgorsky [attributed in some sources to Alexander Alyabyev]
384a,—,"Variations on ""Tiszantuli szép leany""",pf,,1846,"Piano, arr.","variations on the Hungarian folk song ""Tiszantuli szép leany"""
385/1,A12a/1,Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber,pf,A major,1829,"Piano, arr.","based on a theme from the opera La fiancéeby Auber (also used in S.385a); 1st version of S.385/2, S.385/3"
385/2,A12a/2,Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber,pf,A major,1843?,"Piano, arr.","2nd version of S.385/1, S.385/3"
385/3,A12a/3,Souvenir de La fiancée (Grande fantaisie sur la tyrolienne de l'opéra La Fiancée d'Auber),pf,A major,1842,"Piano, arr.","3rd version of S.385/1, S.385/2"
385a,A12b,Tyrolean Melody,pf,G major,1829,"Piano, arr.",formerly S.233c; based on the same theme as S.385
386/1,A125,Tarantelle di bravura d’après la tarantelle de La muette de Portici,pf,,1846,"Piano, arr.",based on a theme from the opera La muette de Portici by Auber; 1st version of S.386/2
386/2,A125,Tarantelle di bravura d’après la tarantelle de La muette de Portici,pf,,1869,"Piano, arr.",2nd version of S.386/1
387,A144/1,Stücke aus der Oper La muette de Portici von Auber (3):,pf,,1847–48,"Piano, arr.",
387/1,A144/1,Introduction e Cavatine,pf,,1847–48,"Piano, arr.",based on themes from the opera La muette de Portici by Auber
387/2,A144/2,Klavierstück über ein fremdes Thema,pf,,1847–48,"Piano, arr.",based on an unidentified theme
388,A124,Capriccio alla turca sur des motifs de Beethoven,pf,,1846,"Piano, arr.","based on themes from Die Ruinen von Athen, Op.113 by Ludwig van Beethoven; themes also used in S.388b, S.122"
388a,A124,Marche des Ruines d'Athenes de Beethoven,pf,,1846,"Piano, arr.",extracted from S.388
388b,A177,Fantasie über Themen aus Beethovens Ruinen von Athen,pf,,1839,"Piano, arr.","based on themes from Die Ruinen von Athen, Op.113 by Beethoven; rev. as S.122; themes also used in S.388"
389,A177,Fantasie über Motive aus Beethovens Ruinen von Athen,pf,,1852,"Piano, arr.",arr. of S.122
389a,C27,Cadenza to the first movement of Piano Concerto No.3 by Beethoven,pf,,1878–79,"Piano, arr.",extracted from S.657a/1
390/1,A34/1,Réminiscences des Puritains de Bellini,pf,,1836,"Piano, arr.",based on themes from the opera I puritani by Vincenzo Bellini; 1st version of S.390/2
390/2,A34/2,Réminiscences des Puritains de Bellini,pf,,1837,"Piano, arr.",2nd version of S.390/1; ending used in S.391
391,A74,Introduction et Polonaise de l'opéra I puritani,pf,,1840–41,"Piano, arr.",based on the conclusion of S.390/2
392,A41,Hexaméron (Morceaux de concert. Grandes variations de bravoure sur la marche des Puritains de Bellini),pf,,1837–38,"Piano, arr.","collaborative work with Sigismond Thalberg, Johann Peter Pixis, Henri Herz, Carl Czerny and Frederic Chopin; arr. for pf orch as S.365b, for 2pf as S.654"
393/1,A56/1,Fantaisie sur des motifs favoris de l'opera Somnambula de Bellini,pf,,1841,"Piano, arr.","based on themes from the opera La sonnambula by Vincenzo Bellini; 1st version of S.393/2, S.393/3,"
393/2,A56/2,Grand fantaisie de concert sur des motifs favoris de l'opera La sonnambula,pf,,1852,"Piano, arr.","2nd version of S.393/1, S.393/3; arr. for pf4h as S.627"
393/3,A56/3,Grosse Concert-Fantasie aus der Oper Sonnambula,pf,,1874,"Piano, arr.","3rd version of S.393/1, S.393/2"
394,A77,Réminiscences de Norma,pf,,1841,"Piano, arr.",based on themes from the opera Norma by Vincenzo Bellini; arr. for 2pf as S.655
395,—,L'idée fixe,pf,,1833,"Piano, arr.",renumbered as S.470a/1
396,A178,Bénédiction et serment (Deux motifs de Benvenuto Cellini de Berlioz),pf,,1852–53,"Piano, arr.",based on themes from the opera Benvenuto Cellini by Hector Berlioz; arr. for pf4h as S.628
397,A22,Réminiscences de Lucia di Lammermoor,pf,,1835–36,"Piano, arr.",based on themes from the opera Lucia di Lammermoor by Gaetano Donizetti
398,A23,Marche et Cavatine de Lucie de Lammermoor,pf,,1835–36,"Piano, arr.",based on themes from the opera Lucia di Lammermoor by Gaetano Donizetti; arr. for pf4h as S.628a
399,A44,Nuits d'été à Pausilippe (Amusements sur des motifs de l'album de Donizetti) (3):,pf,,1838,"Piano, arr.",based on themes from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
399/1,A44/1,Barcarola (Il barcajuolo),pf,,1838,"Piano, arr.",based on No.1 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
399/2,A44/2,Notturno (L’alito di Bice),pf,,1838,"Piano, arr.",based on No.9 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
399/3,A44/3,Canzone Napoletana (La torre di Biasone),pf,,1838,"Piano, arr.",based on No.4 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
399a,A71a,Fantaisie sur des motifs favoris de l'opéra Lucrezia Borgia,pf,,1840,"Piano, arr.",based on the Chanson à boire and Orgie from the opera Lucrezia Borgia by Gaetano Donizetti; 1st version of S.400/2
400,A71b,Réminiscences de Lucrezia Borgia (Grande fantaisie sur des motifs de l'opéra de Gaetano Donizetti),pf,,1848,"Piano, arr.",based on themes from the opera Lucrezia Borgia by Gaetano Donizetti
400/1,A71b/1,Trio du seconde Acte,pf,,1848,"Piano, arr.",based on the trio from Act II of the opera Lucrezia Borgia by Gaetano Donizetti
400/2,A71b/2,Chanson á boire (Orgie). Duo. Finale,pf,,1848,"Piano, arr.",based on the Chanson à boire and Orgie from the opera Lucrezia Borgia by Gaetano Donizetti; 2nd version of S.399a
400a,A136,Spirito gentil (Kavatine aus der Oper La favorita),pf,,1847,"Piano, arr.",based on a theme from Act IV of La favorite by Gaetano Donizetti
401,A88a,Valse a capriccio (sur deux motifs de Lucia et Parisina),pf,,1842,"Piano, arr.",based on themes from the operas Parisina and Lucia di Lammermoor by Gaetano Donizetti; 1st version of S.214/3
402,A108,Marche funèbre de Dom Sébastien de Donizetti,pf,,1844,"Piano, arr.",based on the funeral march from the opera Dom Sébastien by Gaetano Donizetti
403,A137,Grande paraphrase de la Marche de Donizetti pour le Sultan Abdul-Medjid Khan,pf,,1847,"Piano, arr.",based on the Grande marche militaire by Gaetano Donizetti; 1st version of S.403bis
403bis,A137,Grande paraphrase de la Marche de Donizetti pour le Sultan Abdul-Medjid Khan,pf,,1848,"Piano, arr.","2nd version of S.403 (""version facilitée"")"
404,A160,Halloh! (Jagdchor und Steirer aus der Oper Tony von E. H. z. S. C. G.),pf,,1849,"Piano, arr.","based on themes from the opera Tony, oder die Vergeltung by Ernest II, Duke of Saxe-Coburg and Gotha"
405,A140,Schwanengesang und Marsch aus Hunyadi László,pf,,1847,"Piano, arr.",based on themes from the opera Hunyadi László by Ferenc Erkel
405a,V4,Pásztor Lakodalmus (Magyar nóták),pf,,1858,"Piano, arr.",corrections and alterations to Les noces du Pâtre by Leo Festetics
406/1,—,Marcia Circassa tratta dall'opera Russlan e Ludmilla di Glinka (Marche des Tcherkesses de l'opera Rouslan et Loudmila),pf,,1843,"Piano, arr.","based on Chernomor's March (Act IV, No.19) from the opera Ruslan and Lyudmilaby Mikhail Glinka; 1st version of S.406/2"
406/2,—,Tscherkessenmarsch aus Glinkas Oper Rußlan und Ludmilla,pf,,"1843, 1875","Piano, arr.",2nd version of S.406/2; arr. for pf4h as S.629
407,A208,Valse de l'opéra Faust,pf,,1861,"Piano, arr.",based on the waltz and duet from Act II of the opera Faust by Charles Gounod
408,A231,Les Sabéennes (Berceuse de l'opéra La reine de Saba),pf,,1865,"Piano, arr.",based on the berceuse from the opera La reine de Saba by Charles Gounod
409,A237,Les adieux (Rêverie sur un motif de l'opéra Roméo et Juliette),pf,,1867,"Piano, arr.",based on a theme from the opera Roméo et Juliette by Charles Gounod
409a,A20,Réminiscences de La juive (Fantaisie brillante sur des motifs de l'opéra de Halévy),pf,,1835,"Piano, arr.",based on themes from the opera La Juive by Fromental Halévy
410,A166,Konzertparaphrase über Mendelssohns Hochzeitsmarsch und Elfenreigen aus der Musik zu Shakespeares Sommernachtstraum,pf,,1849–50,"Piano, arr.","based on themes from the incidental music to A Midsummer Night's Dream, Op.61 by Felix Mendelssohn"
411,A47,Soirées italiennes (Amusements sur des motifs de Mercadante) (6):,pf,,1838–39,"Piano, arr.",based on 6 of the 12 Soirées italiennes by Saverio Mercadante
411/1,A47/1,La primavera (Canzonetta),pf,,1838–39,"Piano, arr.",based on No.2 of the Soirées italiennes by Saverio Mercadante
411/2,A47/2,Il galop,pf,,1838–39,"Piano, arr.",based on No.10 of the Soirées italiennes by Saverio Mercadante
411/3,A47/3,Il pastore svizzero (Tirolese),pf,,1838–39,"Piano, arr.",based on No.4 of the Soirées italiennes by Saverio Mercadante
411/4,A47/4,La serenata del marinaro,pf,,1838–39,"Piano, arr.",based on No.5 of the Soirées italiennes by Saverio Mercadante
411/5,A47/5,Il Brindisi (Rondoletto),pf,,1838–39,"Piano, arr.",based on No.11 of the Soirées italiennes by Saverio Mercadante
411/6,A47/6,La zingarella spagnuola (Bolero),pf,,1838–39,"Piano, arr.",based on No.8 of the Soirées italiennes by Saverio Mercadante
412/1,A35,Réminiscences des Huguenots (Grande fantaisie dramatique),pf,,1836,"Piano, arr.","based on themes from the opera Les Huguenots by Giacomo Meyerbeer; 1st version of S.412/2, S.412/3"
412/2,A35,Réminiscences des Huguenots (Grande fantaisie dramatique),pf,,1838,"Piano, arr.","2nd version of S.412/1, S.412/3"
412/3,A35,Grande fantaisie dramatique sur des thèmes de l'opéra Les Huguenots,pf,,1842,"Piano, arr.","3rd version of S.412/2, S.412/3"
412a,A120,Cavatine de Robert le diable,pf,,1841–46?,"Piano, arr.",based on Isabella's cavatina from the opera Robert le diable by Giacomo Meyerbeer
413,A78,Réminiscences de Robert le diable,pf,,1841,"Piano, arr.",based on the Valse infernale and Air de ballet from the opera Robert le diable by Giacomo Meyerbeer; arr. for pf4h as S.630 [?]
414,A165,Illustrations du Prophète,pf,,1849–50,"Piano, arr.",based on themes from the opera Le prophète by Giacomo Meyerbeer
414/1,A165/1,Prière. Hymne triomphal. Marche du sacre,pf,,1849–50,"Piano, arr.",based on themes from the opera Le prophète by Giacomo Meyerbeer
414/2,A165/2,Les patineurs. Scherzo,pf,,1849–50,"Piano, arr.",based on themes from the opera Le prophète by Giacomo Meyerbeer
414/3,A165/3,Pastorale. Appel aux armes,pf,,1849–50,"Piano, arr.",based on themes from the opera Le prophète by Giacomo Meyerbeer
415,A230,Illustrations de l'opéra L'Africaine,pf,,1865,"Piano, arr.",based on themes from the opera L'Africaine by Giacomo Meyerbeer
415/1,A230/1,Prière des matelots,pf,,1865,"Piano, arr.",based on the sailors' prayer from Act III of the opera L'Africaine by Meyerbeer
415/2,A230/2,Marche indienne,pf,,1865,"Piano, arr.",based on the Indian March from Act IV of the opera L'Africaine by Meyerbeer
416,A79,Le moine [Meyerbeer],pf,,1841,"Piano, arr.",arr. of the song by Meyerbeer
417,A232,Fantaisie sur l'opéra hongroise Szép Ilonka,pf,,1865–67,"Piano, arr.",based on themes from the opera Szép Ilonka by Mihály Mosonyi
418,A80,Réminiscences de Don Juan (Grande fantaisie),pf,,1841,"Piano, arr.","based on themes from the opera Don Giovanni, K.527 by Wolfgang Amadeus Mozart; arr. for 2pf as S.656"
419,A24,"Grande fantaisie sur des motifs de Niobe (Divertissement sur la cavatine ""I tuoi frequenti palpiti"")",pf,,1835–36,"Piano, arr.",based on themes from the opera Niobe by Giovanni Pacini
420,A15,Grande fantaisie de bravoure sur La clochette,pf,,1832–34,"Piano, arr.","based on the main theme of the last movement of the Violin Concerto No.2, Op.7 by Niccolò Paganini"
421,A183,Andante Finale und Marsch aus der Oper König Alfred,pf,,1853,"Piano, arr.","based on extracts from the opera König Alfred, WoO.14, by Joachim Raff; arr. for pf4h as S.631"
421/1,A183/1,Andante,pf,,1853,"Piano, arr.",arr. for pf4h as S.631/1
421/2,A183/2,Marsch,pf,,1853,"Piano, arr.",arr. for pf4h as S.631/2
421a,A13,Introduction et variations sur une marche du Siège de Corinthe,pf,,1830,"Piano, arr.",based on themes from the opera Le siège de Corinthe by Gioachino Rossini; formerly S.750
422/1,A25,Grande fantaisie sur des motifs de La serenata e L'orgia des Soirées musicales,pf,,1835–36,"Piano, arr.",based on Nos.4 and 11 of the song cycle Les soirées musicales by Gioachino Rossini; 1st version of S.422/2
422/2,A25,Grande fantaisie sur des motifs de La serenata e L'orgia des Soirées musicales,pf,,1840,"Piano, arr.",2nd version of S.422/1
423,A26,Fantaisie sur des motifs de La pastorella dell’Alpi e Li marinari des Soirées musicales,pf,,1835–36,"Piano, arr.",based on Nos.12 and 6 of the song cycle Les soirées musicales by Gioachino Rossini
424,A36,Soirées musicales de Rossini,pf,,1837,"Piano, arr.",based on the song cycle Les soirées musicales by Gioachino Rossini
424/1,A36/1,La promessa (Canzonetta),pf,,1837,"Piano, arr.",based on No.1 of the Les soirées musicales by Gioachino Rossini
424/2,A36/2,La regata veneziana (Notturno),pf,,1837,"Piano, arr.",based on No.9 of the Les soirées musicales by Gioachino Rossini
424/3,A36/3,L'invito (Bolero),pf,,1837,"Piano, arr.",based on No.5 of the Les soirées musicales by Gioachino Rossini
424/4,A36/4,La gita in gondola (Barcarola),pf,,1837,"Piano, arr.",based on No.7 of the Les soirées musicales by Gioachino Rossini
424/5,A36/5,Il rimprovero (Canzonetta),pf,,1837,"Piano, arr.",based on No.2 of the Les soirées musicales by Gioachino Rossini
424/6,A36/6,La pastorella dell'Alpi (Tirolese),pf,,1837,"Piano, arr.",based on No.6 of the Les soirées musicales by Gioachino Rossini
424/7,A36/7,La partenza (Canzonetta),pf,,1837,"Piano, arr.",based on No.3 of the Les soirées musicales by Gioachino Rossini
424/8,A36/8,La pesca (Notturno),pf,,1837,"Piano, arr.",based on No.10 of the Les soirées musicales by Gioachino Rossini
424/9,A36/9,La danza (Tarantella Napoletana),pf,,1837,"Piano, arr.",based on No.8 of the Les soirées musicales by Gioachino Rossini
424/10,A36/10,La serenata (Notturno),pf,,1837,"Piano, arr.",based on No.11 of the Les soirées musicales by Gioachino Rossini
424/11,A36/11,L'orgia (Arietta),pf,,1837,"Piano, arr.",based on No.4 of the Les soirées musicales by Gioachino Rossini
424/12,A36/12,Li marinari (Duetto),pf,,1837,"Piano, arr.",based on No.12 of the Les soirées musicales by Gioachino Rossini
425,A48,Mélodies hongroises d'après Franz Schubert (Schuberts ungarische Melodien),pf,,1838–39,"Piano, arr.","based on Divertissement à la hongroise, D.818 by Franz Schubert;"
,,,,,,,1st version of S.425a
425/1,A48/1,Andante,pf,,1838–39,"Piano, arr.","based on No.1 of Divertissement à la hongroise, D.818 by Franz Schubert; 1st version of S.425a/1"
425/2a,A48/2,Marche hongroise,pf,,1838–39,"Piano, arr.","based on No.2 of Divertissement à la hongroise, D.818 by Franz Schubert; 1st version of S.425/2b, S.425/2c, S.425/2d, S.425/2e, S.425a/2 ("" 1st Diabelli edition"")"
425/2b,A48/2,Marche hongroise,pf,,1840,"Piano, arr.","2nd version of S.425/2a, S.425/2c, S.425/2d, S.425/2e, S.425a/2 (""Richault edition"")"
425/2c,A48/2,Marche hongroise,pf,,1840,"Piano, arr.","3rd version of S.425/2a, S.425/2b, S.425/2d, S.425/2e, S.425a/2 (""Lucca edition"")"
425/2d,A48/2,Marche hongroise,pf,,1879,"Piano, arr.","5th version of S.425/2a, S.425/2b, S.425/2c, S.425/2e, S.425a/2 (""Menter transcription"")"
425/2e,A48/2,Marche hongroise,pf,,1883,"Piano, arr.","6th version of S.425/2a, S.425/2b, S.425/2c, S.425/2d, S.425a/2 ("" 3rd edition"")"
